,review_id,trip_id,reviewer_id,reviewee_id,rating,comment,reviewed_at
6998,6999,9298,1267,1211,2,Super friendly and helpful.,2023-01-01 20:07:42
7000,7001,9299,940,1211,3,Super friendly and helpful.,2023-10-17 01:47:02
7001,7002,9300,1955,1211,2,Very clean car.,2024-03-03 15:42:49
7003,7004,9305,523,408,2,Driver was rude.,2024-03-31 07:20:35
7005,7006,9307,1196,523,2,"Smooth ride, on time.",2024-01-25 21:14:52
7007,7008,9310,523,1548,4,"Excellent service, will ride again.",2022-07-05 10:15:22
7008,7009,9311,523,765,3,Trip was okay.,2022-03-14 08:38:52
7009,7010,9313,523,433,5,"5 stars, highly recommend!",2023-07-16 05:38:34
7011,7012,9314,523,1134,3,Fine driver.,2023-10-05 05:05:38
7015,7016,9319,523,1170,5,Loved the music selection!,2022-01-16 04:03:57
7016,7017,9320,523,1981,3,Trip was okay.,2022-07-01 04:47:08
7017,7018,9320,1981,523,3,Very clean car.,2022-07-01 04:32:08
7018,7019,9321,523,571,4,Loved the music selection!,2022-04-20 23:01:14
7021,7022,9327,523,5,3,Nothing to complain about.,2022-08-09 05:04:52
7022,7023,9327,5,523,3,"Great driver, very professional!",2022-08-09 07:25:52
7023,7024,9330,523,1607,3,Nothing to complain about.,2023-06-26 08:31:46
7024,7025,9330,1607,523,2,"Great driver, very professional!",2023-06-26 09:11:46
7027,7028,9334,523,929,3,Decent experience.,2024-04-10 09:15:56
7028,7029,9335,553,523,3,Super friendly and helpful.,2023-04-27 12:49:52
7029,7030,9338,1044,1836,3,"Excellent service, will ride again.",2023-09-24 22:51:42
7030,7031,9340,1788,271,3,"OK trip, nothing special.",2023-08-04 08:32:39
7033,7034,9346,1068,31,5,"Quick and efficient, thanks!",2022-08-07 16:26:41
7034,7035,9348,1155,376,3,Average experience.,2023-09-07 03:24:22
7037,7038,9353,778,1155,3,Super friendly and helpful.,2022-10-13 14:57:00
7038,7039,9354,1155,1293,5,"Great driver, very professional!",2022-01-11 13:39:31
7042,7043,9357,5,1155,3,"Excellent service, will ride again.",2023-03-11 00:33:51
7043,7044,9359,898,1124,3,Very clean car.,2022-11-25 06:49:06
7045,7046,9361,883,1029,2,"Smooth ride, on time.",2022-06-16 12:40:49
7046,7047,9364,195,5,3,Acceptable ride.,2022-10-07 07:57:02
7049,7050,9367,195,1035,4,Super friendly and helpful.,2024-01-05 17:32:12
7052,7053,9370,1755,442,3,Super friendly and helpful.,2023-06-21 05:34:58
7053,7054,9371,1221,442,1,"Smooth ride, on time.",2024-03-24 13:18:06
7055,7056,9373,442,389,4,Car was spotless.,2022-06-18 00:39:44
7056,7057,9375,883,442,5,Very clean car.,2022-02-19 16:21:02
7057,7058,9380,442,932,4,"Easy pickup, no problems.",2022-06-14 00:18:21
7058,7059,9380,932,442,3,"Excellent service, will ride again.",2022-06-13 23:50:21
7060,7061,9389,442,544,4,"Great driver, very professional!",2024-03-19 02:24:10
7061,7062,9390,697,442,3,"Great driver, very professional!",2022-04-03 15:24:21
7062,7063,9391,727,393,4,Fast and safe driver.,2024-04-21 14:31:04
7063,7064,9395,1491,485,5,"Excellent service, will ride again.",2024-06-27 20:18:00
7064,7065,9396,1491,553,5,"Perfect trip, no issues.",2024-02-28 06:08:20
7065,7066,9397,1491,1999,4,Very clean car.,2023-07-24 10:36:08
7067,7068,9399,1491,469,3,Acceptable ride.,2022-12-17 14:22:30
7069,7070,9403,664,1491,3,"Great driver, very professional!",2022-05-03 13:47:33
7071,7072,9407,1869,1491,4,Very clean car.,2023-11-26 20:37:45
7072,7073,9409,1491,1497,4,Very comfortable ride.,2022-12-24 09:16:51
7073,7074,9409,1497,1491,3,"Smooth ride, on time.",2022-12-24 08:51:51
7074,7075,9410,1491,1198,4,Loved the music selection!,2023-01-12 04:41:43
7075,7076,9410,1198,1491,2,Very clean car.,2023-01-12 04:50:43
7076,7077,9411,1491,52,5,Very courteous driver.,2023-05-18 06:11:45
7078,7079,9412,1561,1491,4,"Smooth ride, on time.",2023-01-18 19:19:44
7079,7080,9414,1491,119,3,Fine driver.,2023-10-28 23:49:21
7080,7081,9416,1491,271,5,"Great rider, very polite.",2023-11-02 23:47:44
7082,7083,9418,1491,1023,3,Got there safely.,2024-03-07 16:31:39
7083,7084,9420,1491,1081,5,"5 stars, highly recommend!",2022-03-11 05:41:17
7084,7085,9420,1081,1491,2,"Great driver, very professional!",2022-03-11 06:55:17
7087,7088,9423,1491,488,3,Acceptable ride.,2022-05-04 04:45:38
7088,7089,9426,1491,665,3,Average experience.,2024-01-03 02:43:03
7090,7091,9428,1491,1105,5,"Great rider, very polite.",2023-10-10 10:28:56
7091,7092,9428,1105,1491,4,"Excellent service, will ride again.",2023-10-10 08:56:56
7092,7093,9430,1139,1491,3,Super friendly and helpful.,2022-06-07 05:21:34
7095,7096,9435,1491,139,3,Trip was okay.,2024-04-22 02:27:07
7097,7098,9437,338,1491,5,"Great driver, very professional!",2023-07-23 00:36:16
7098,7099,9438,1491,1492,3,Got there safely.,2022-10-17 04:08:27
7099,7100,9440,1491,585,5,"Easy pickup, no problems.",2022-02-22 04:59:31
7100,7101,9441,726,1491,5,Very clean car.,2022-08-21 11:35:15
7101,7102,9443,408,1491,3,"Great driver, very professional!",2022-05-18 12:12:02
7102,7103,9445,1491,1574,2,Took a longer route.,2023-06-16 01:50:35
7106,7107,9449,1491,1776,5,"Quick and efficient, thanks!",2023-04-07 13:55:27
7107,7108,9450,1477,1491,4,Super friendly and helpful.,2023-10-14 01:19:31
7108,7109,9451,1472,1491,3,"Smooth ride, on time.",2022-06-10 09:49:16
7109,7110,9452,1491,1288,3,Fine driver.,2023-11-16 14:13:34
7110,7111,9452,1288,1491,4,Very clean car.,2023-11-16 15:36:34
7111,7112,9453,1491,1781,3,Average experience.,2024-06-15 00:58:03
7113,7114,9459,1491,1984,5,"Smooth ride, on time.",2023-05-15 03:04:41
7114,7115,9459,1984,1491,2,Super friendly and helpful.,2023-05-15 02:32:41
7115,7116,9460,1491,1544,3,Got there safely.,2024-05-03 08:55:31
7116,7117,9461,1662,132,5,Fast and safe driver.,2023-12-06 19:33:47
7118,7119,9465,1662,162,4,"Quick and efficient, thanks!",2022-04-09 00:32:11
7119,7120,9465,162,1662,3,Very clean car.,2022-04-09 00:31:11
7120,7121,9466,1662,1812,4,Very courteous driver.,2023-04-22 11:22:43
7121,7122,9468,1662,1724,5,"Great rider, very polite.",2022-03-13 10:54:36
7122,7123,9468,1724,1662,3,Super friendly and helpful.,2022-03-13 10:14:36
7123,7124,9472,1662,782,4,"5 stars, highly recommend!",2022-11-23 09:16:48
7124,7125,9479,1662,1987,4,Loved the music selection!,2022-02-10 20:45:30
7125,7126,9481,1662,187,3,Fine driver.,2023-08-30 09:00:54
7126,7127,9482,1662,1755,3,"OK trip, nothing special.",2023-05-30 14:13:32
7127,7128,9482,1755,1662,4,Super friendly and helpful.,2023-05-30 15:12:32
7128,7129,9483,1662,1183,5,"Great rider, very polite.",2024-02-03 09:46:25
7129,7130,9484,1662,1443,3,Decent experience.,2022-04-16 16:44:29
7130,7131,9484,1443,1662,3,Very clean car.,2022-04-16 18:02:29
7134,7135,9489,119,1662,4,"Excellent service, will ride again.",2022-05-28 07:55:50
7135,7136,9490,1662,789,3,"OK trip, nothing special.",2024-04-25 15:32:52
7136,7137,9490,789,1662,4,"Smooth ride, on time.",2024-04-25 15:52:52
7137,7138,9492,1662,1776,4,"Smooth ride, on time.",2023-09-18 10:02:49
7140,7141,9495,485,1662,4,Very clean car.,2022-05-31 02:31:42
7141,7142,9496,446,1662,3,"Excellent service, will ride again.",2023-05-03 07:15:04
7142,7143,9497,1662,1035,4,"5 stars, highly recommend!",2023-04-17 11:39:18
7143,7144,9504,451,328,3,Trip was okay.,2024-03-10 01:28:22
7144,7145,9504,328,451,4,"Smooth ride, on time.",2024-03-10 01:52:22
7145,7146,9505,451,1606,4,"Perfect trip, no issues.",2022-08-08 15:59:47
7146,7147,9509,451,1605,3,Acceptable ride.,2024-01-16 04:55:01
7150,7151,9516,1438,451,4,"Great driver, very professional!",2024-03-12 22:36:29
7151,7152,9517,451,324,5,Loved the music selection!,2022-05-17 13:23:35
7152,7153,9518,451,1684,4,"Perfect trip, no issues.",2023-12-28 16:06:22
7153,7154,9518,1684,451,4,"Great driver, very professional!",2023-12-28 17:51:22
7154,7155,9520,451,1724,4,"Great rider, very polite.",2023-10-24 08:41:48
7156,7157,9521,451,97,5,"Great driver, very professional!",2023-05-17 04:46:15
7157,7158,9521,97,451,4,"Excellent service, will ride again.",2023-05-17 04:13:15
7158,7159,9523,451,14,4,Fast and safe driver.,2022-03-13 06:00:56
7160,7161,9525,52,451,4,"Smooth ride, on time.",2024-04-13 20:05:10
7162,7163,9530,1162,451,3,"Great driver, very professional!",2023-01-19 20:17:06
7163,7164,9531,104,451,3,"Excellent service, will ride again.",2024-03-31 16:06:24
7164,7165,9532,451,328,3,Acceptable ride.,2023-10-23 16:01:17
7165,7166,9532,328,451,4,Super friendly and helpful.,2023-10-23 16:48:17
7166,7167,9533,446,451,3,"Great driver, very professional!",2024-02-24 12:47:55
7168,7169,9534,376,451,3,"Excellent service, will ride again.",2022-03-28 13:22:30
7170,7171,9537,1371,451,4,Super friendly and helpful.,2022-04-28 22:22:10
7172,7173,9540,1865,451,4,Very clean car.,2024-06-04 12:58:08
7173,7174,9545,451,1471,2,Not very clean.,2024-06-20 21:20:58
7174,7175,9546,55,451,4,Super friendly and helpful.,2022-05-14 08:51:59
7175,7176,9547,451,1084,3,"OK trip, nothing special.",2024-02-18 20:23:40
7177,7178,9552,451,1336,4,"Great driver, very professional!",2023-11-09 14:07:09
7178,7179,9554,1736,451,2,Very clean car.,2022-12-23 05:08:51
7179,7180,9555,451,693,3,Got there safely.,2022-09-11 23:36:09
7181,7182,9556,1853,451,5,"Smooth ride, on time.",2023-12-18 08:04:16
7183,7184,9557,187,451,3,Very clean car.,2022-07-24 16:55:46
7185,7186,9558,1509,451,3,"Excellent service, will ride again.",2022-07-26 13:10:53
7186,7187,9562,451,446,4,"Great rider, very polite.",2024-06-28 10:31:01
7187,7188,9563,1170,451,3,"Excellent service, will ride again.",2022-12-11 04:47:40
7189,7190,9566,451,1105,5,"Easy pickup, no problems.",2023-11-20 16:44:20
7190,7191,9567,451,328,3,Got there safely.,2022-03-29 08:03:18
7191,7192,9567,328,451,5,Very clean car.,2022-03-29 08:27:18
7192,7193,9568,451,1311,5,Very comfortable ride.,2024-01-25 06:24:12
7193,7194,9568,1311,451,3,Super friendly and helpful.,2024-01-25 08:22:12
7194,7195,9569,451,207,3,"OK trip, nothing special.",2022-09-04 02:50:26
7195,7196,9569,207,451,2,Very clean car.,2022-09-04 05:34:26
7198,7199,9573,451,446,4,"Smooth ride, on time.",2023-12-23 18:02:13
7200,7201,9576,451,1812,2,Took too long.,2023-10-17 19:38:57
7201,7202,9576,1812,451,2,"Excellent service, will ride again.",2023-10-17 21:19:57
7202,7203,9577,451,1343,4,Loved the music selection!,2022-05-03 09:06:15
7203,7204,9578,451,469,4,"Easy pickup, no problems.",2024-04-30 15:39:18
7204,7205,9578,469,451,3,Super friendly and helpful.,2024-04-30 15:47:18
7205,7206,9579,451,705,5,Car was spotless.,2024-02-02 13:05:18
7206,7207,9580,451,271,4,Loved the music selection!,2022-05-20 00:18:06
7207,7208,9581,131,451,3,Super friendly and helpful.,2023-12-28 09:58:15
7208,7209,9583,451,726,3,Nothing to complain about.,2023-03-08 11:42:09
7209,7210,9583,726,451,3,"Smooth ride, on time.",2023-03-08 13:11:09
7211,7212,9585,468,932,5,Fast and safe driver.,2022-12-19 19:01:17
7215,7216,9588,1956,468,3,"Smooth ride, on time.",2023-04-09 15:28:36
7217,7218,9592,1504,318,3,"OK trip, nothing special.",2023-10-13 11:48:24
7219,7220,9593,779,1504,4,"Excellent service, will ride again.",2022-08-24 08:15:50
7220,7221,9594,1504,1243,4,"5 stars, highly recommend!",2022-03-20 23:39:22
7221,7222,9595,1941,1504,4,"Excellent service, will ride again.",2023-08-08 20:48:32
7222,7223,9596,1504,1947,4,Very courteous driver.,2022-11-29 12:06:29
7224,7225,9598,1100,1504,2,Very clean car.,2023-09-15 16:44:31
7225,7226,9600,1504,1026,4,"Easy pickup, no problems.",2023-03-17 04:16:41
7226,7227,9600,1026,1504,3,Super friendly and helpful.,2023-03-17 04:41:41
7230,7231,9605,1504,1336,4,"Easy pickup, no problems.",2023-03-23 18:19:44
7231,7232,9609,408,1504,4,"Great driver, very professional!",2023-07-16 06:30:05
7232,7233,9610,1504,1413,3,Got there safely.,2024-01-18 16:34:05
7233,7234,9611,1504,1713,5,"Great rider, very polite.",2023-02-12 09:43:49
7234,7235,9611,1713,1504,2,"Smooth ride, on time.",2023-02-12 09:52:49
7236,7237,9613,1504,434,4,Very comfortable ride.,2022-01-25 11:50:36
7240,7241,9616,898,432,3,Very clean car.,2022-07-05 13:14:47
7242,7243,9618,15,432,3,"Great driver, very professional!",2024-06-02 05:31:31
7243,7244,9619,838,728,5,"Easy pickup, no problems.",2023-11-29 22:39:13
7244,7245,9620,838,1286,5,"Excellent service, will ride again.",2024-06-17 15:09:15
7247,7248,9623,838,1472,4,"Perfect trip, no issues.",2023-03-01 01:55:13
7249,7250,9624,290,1355,4,"5 stars, highly recommend!",2023-05-26 10:43:12
7252,7253,9626,1196,290,5,Very clean car.,2023-12-01 12:43:16
7254,7255,9628,290,1853,4,Very clean car.,2023-10-31 20:45:02
7255,7256,9631,1943,1739,3,Trip was okay.,2024-03-22 06:14:15
7256,7257,9632,1943,1983,4,"Perfect trip, no issues.",2023-01-06 04:31:01
7257,7258,9632,1983,1943,4,"Great driver, very professional!",2023-01-06 04:40:01
7258,7259,9634,1943,1752,4,Fast and safe driver.,2024-01-22 01:20:49
7259,7260,9636,1943,969,3,Decent experience.,2022-01-25 21:35:48
7260,7261,9637,187,1943,2,"Great driver, very professional!",2022-08-30 13:29:39
7261,7262,9641,804,647,4,"Easy pickup, no problems.",2022-03-21 05:43:18
7262,7263,9641,647,804,3,Very clean car.,2022-03-21 05:12:18
7264,7265,9643,804,643,3,Fine driver.,2024-06-27 03:31:36
7267,7268,9649,804,1267,4,"Quick and efficient, thanks!",2024-03-06 00:18:43
7269,7270,9652,388,1497,5,"Quick and efficient, thanks!",2023-04-15 03:35:18
7272,7273,9654,1981,388,5,"Smooth ride, on time.",2022-06-16 12:47:19
7273,7274,9656,1400,700,3,"Great driver, very professional!",2022-01-19 06:19:57
7275,7276,9657,929,1845,4,"Great driver, very professional!",2024-06-16 15:34:38
7276,7277,9659,371,645,5,"Quick and efficient, thanks!",2023-05-11 15:13:01
7277,7278,9660,371,1651,5,Car was spotless.,2024-06-09 16:28:28
7278,7279,9661,229,371,3,Very clean car.,2024-02-20 06:42:53
7280,7281,9666,1131,371,5,"Excellent service, will ride again.",2022-02-06 03:50:52
7286,7287,9675,1085,1999,5,"Perfect trip, no issues.",2022-03-16 02:49:58
7288,7289,9678,1759,14,4,Very clean car.,2022-02-27 05:34:57
7289,7290,9678,14,1759,4,"Smooth ride, on time.",2022-02-27 05:40:57
7291,7292,9682,1949,199,4,Very comfortable ride.,2023-11-07 08:59:43
7293,7294,9684,1949,564,4,"Quick and efficient, thanks!",2023-06-26 10:21:05
7294,7295,9685,15,1949,2,"Excellent service, will ride again.",2022-11-28 16:00:11
7295,7296,9686,1949,125,2,Rough driving.,2023-02-01 14:16:10
7296,7297,9688,920,1949,2,"Smooth ride, on time.",2022-05-07 22:57:41
7299,7300,9693,1995,1949,4,Super friendly and helpful.,2022-01-14 02:59:25
7302,7303,9696,1044,1949,2,"Excellent service, will ride again.",2023-06-08 11:02:03
7305,7306,9701,833,1949,4,"Excellent service, will ride again.",2022-09-23 09:38:27
7306,7307,9705,562,1356,4,"Smooth ride, on time.",2023-10-07 11:25:54
7307,7308,9709,1291,439,4,"Great rider, very polite.",2023-05-07 18:04:49
7308,7309,9709,439,1291,3,"Great driver, very professional!",2023-05-07 18:56:49
7310,7311,9711,1037,1841,4,Loved the music selection!,2022-10-10 20:56:06
7312,7313,9719,1405,1134,3,Nothing to complain about.,2022-10-21 02:11:39
7313,7314,9720,454,408,4,"Great driver, very professional!",2024-03-04 11:37:30
7314,7315,9721,363,1984,3,Got there safely.,2023-04-28 13:29:16
7315,7316,9724,1865,1583,3,Super friendly and helpful.,2022-06-27 20:46:38
7317,7318,9727,1583,647,4,Loved the music selection!,2023-09-30 16:44:15
7318,7319,9727,647,1583,5,Super friendly and helpful.,2023-09-30 17:12:15
7321,7322,9731,1532,1583,4,"Smooth ride, on time.",2022-07-16 23:54:20
7323,7324,9733,959,1583,3,"Smooth ride, on time.",2023-02-12 23:54:50
7324,7325,9734,1583,52,3,Got there safely.,2022-08-20 02:28:47
7325,7326,9735,1583,1286,3,Decent experience.,2024-03-17 12:57:23
7327,7328,9736,1991,1583,3,"Excellent service, will ride again.",2023-12-11 21:38:11
7328,7329,9738,1739,1583,4,"Excellent service, will ride again.",2022-09-14 10:05:59
7329,7330,9740,1583,1041,5,"5 stars, highly recommend!",2023-06-05 22:54:05
7330,7331,9741,248,1583,4,"Smooth ride, on time.",2022-10-19 12:38:49
7331,7332,9743,1583,1011,3,Trip was okay.,2022-04-07 05:24:30
7332,7333,9744,1583,602,3,Average experience.,2023-06-18 13:05:07
7336,7337,9751,1293,1583,2,"Smooth ride, on time.",2022-05-14 04:45:08
7337,7338,9752,1583,1380,5,"Great driver, very professional!",2023-12-18 05:57:13
7339,7340,9755,891,1583,4,"Great driver, very professional!",2024-04-09 16:31:39
7340,7341,9756,1583,1248,4,Super friendly and helpful.,2022-02-28 11:29:18
7344,7345,9760,1828,1583,3,"Great driver, very professional!",2023-03-02 05:18:18
7345,7346,9761,1044,1583,5,Very clean car.,2024-06-02 07:13:41
7346,7347,9764,1583,62,1,Car smelled bad.,2024-01-19 13:07:04
7347,7348,9764,62,1583,4,Very clean car.,2024-01-19 12:06:04
7349,7350,9767,1583,1555,4,Very clean car.,2022-11-12 19:43:00
7351,7352,9769,1583,194,4,"5 stars, highly recommend!",2022-10-17 09:35:07
7352,7353,9769,194,1583,4,"Excellent service, will ride again.",2022-10-17 08:28:07
7353,7354,9772,1991,1583,3,"Smooth ride, on time.",2022-08-03 12:24:55
7355,7356,9774,158,494,4,"Great rider, very polite.",2024-04-27 21:42:13
7358,7359,9778,158,351,3,"OK trip, nothing special.",2023-01-30 04:06:03
7359,7360,9778,351,158,5,"Smooth ride, on time.",2023-01-30 03:02:03
7360,7361,9781,158,324,5,Loved the music selection!,2022-02-02 06:12:01
7362,7363,9783,1562,158,3,"Smooth ride, on time.",2023-09-26 11:53:00
7363,7364,9784,158,929,5,Super friendly and helpful.,2022-06-06 20:50:01
7364,7365,9786,235,158,3,"Smooth ride, on time.",2023-08-11 05:32:49
7366,7367,9788,158,919,5,"Perfect trip, no issues.",2023-04-15 22:23:13
7367,7368,9788,919,158,4,Super friendly and helpful.,2023-04-15 21:08:13
7369,7370,9790,201,158,4,"Excellent service, will ride again.",2023-05-20 06:44:47
7372,7373,9793,1181,158,3,"Great driver, very professional!",2022-03-01 02:01:42
7373,7374,9794,158,564,5,"Great driver, very professional!",2022-06-18 09:56:28
7374,7375,9795,158,1243,5,"Excellent service, will ride again.",2023-11-16 11:54:10
7376,7377,9796,1091,158,3,"Smooth ride, on time.",2022-07-24 14:35:03
7377,7378,9798,158,125,3,Got there safely.,2023-07-08 21:54:44
7379,7380,9800,777,158,3,Very clean car.,2022-07-02 04:42:17
7381,7382,9802,194,158,2,Very clean car.,2024-06-12 21:02:33
7382,7383,9807,393,158,4,"Excellent service, will ride again.",2023-10-15 07:29:32
7384,7385,9809,1373,158,4,Very clean car.,2022-05-07 09:09:06
7386,7387,9812,158,1023,3,Average experience.,2023-01-08 23:52:51
7387,7388,9812,1023,158,3,"Excellent service, will ride again.",2023-01-09 00:49:51
7388,7389,9813,158,66,4,"Great rider, very polite.",2022-06-06 10:43:57
7390,7391,9817,1131,158,3,"Great driver, very professional!",2023-01-19 22:47:00
7392,7393,9818,1162,158,3,"Excellent service, will ride again.",2024-02-01 20:56:11
7395,7396,9824,158,1331,4,"Great rider, very polite.",2022-10-06 07:51:31
7396,7397,9825,158,1461,5,Very clean car.,2023-03-29 17:15:52
7397,7398,9826,158,1700,4,Very clean car.,2022-04-11 03:17:53
7398,7399,9828,158,2,4,Super friendly and helpful.,2022-08-19 12:47:45
7399,7400,9829,748,1797,5,"Excellent service, will ride again.",2024-03-05 01:02:08
7402,7403,9833,1830,1797,3,"Excellent service, will ride again.",2024-06-21 04:35:14
7403,7404,9835,1797,89,4,"Great rider, very polite.",2023-08-31 03:37:33
7405,7406,9837,1797,1983,4,Car was spotless.,2022-09-07 07:28:22
7408,7409,9843,748,1797,3,"Smooth ride, on time.",2023-09-10 14:14:42
7410,7411,9845,1797,323,4,"Perfect trip, no issues.",2023-08-10 22:34:34
7412,7413,9846,553,1797,3,Very clean car.,2024-06-04 15:22:08
7413,7414,9847,1797,1894,2,Had trouble finding the pickup spot.,2024-05-02 03:54:59
7414,7415,9848,1797,1196,2,Driver was late.,2022-12-24 18:22:35
7416,7417,9855,882,1207,5,"5 stars, highly recommend!",2023-02-10 20:02:11
7417,7418,9856,882,15,5,"Easy pickup, no problems.",2024-01-08 11:38:08
7418,7419,9857,882,1472,4,"Smooth ride, on time.",2023-10-17 15:06:56
7419,7420,9859,882,194,4,"Smooth ride, on time.",2023-02-18 22:42:07
7421,7422,9861,553,882,3,Very clean car.,2022-09-24 23:09:10
7422,7423,9862,882,14,4,Very clean car.,2023-03-10 04:19:58
7423,7424,9863,882,1410,5,Very courteous driver.,2022-02-16 03:09:37
7425,7426,9864,452,882,3,"Smooth ride, on time.",2022-07-27 14:56:22
7428,7429,9866,882,235,4,"Quick and efficient, thanks!",2022-11-05 11:19:34
7429,7430,9867,882,1965,2,Driver was rude.,2023-09-29 17:00:34
7430,7431,9867,1965,882,3,"Great driver, very professional!",2023-09-29 16:48:34
7431,7432,9868,882,1400,3,Fine driver.,2024-01-20 08:00:16
7432,7433,9869,882,202,4,"Perfect trip, no issues.",2024-05-07 07:05:19
7433,7434,9869,202,882,4,Super friendly and helpful.,2024-05-07 09:34:19
7434,7435,9874,882,488,4,Super friendly and helpful.,2022-04-01 02:30:04
7435,7436,9874,488,882,4,"Smooth ride, on time.",2022-04-01 03:39:04
7436,7437,9875,882,1044,4,Car was spotless.,2022-07-07 07:49:16
7437,7438,9875,1044,882,4,"Excellent service, will ride again.",2022-07-07 08:12:16
7439,7440,9877,882,1394,3,Average experience.,2022-03-04 07:15:33
7440,7441,9877,1394,882,3,"Great driver, very professional!",2022-03-04 07:54:33
7444,7445,9882,882,920,4,"Great rider, very polite.",2023-11-22 06:50:21
7446,7447,9884,1825,882,3,Super friendly and helpful.,2024-05-09 01:50:50
7449,7450,9888,1999,882,4,"Smooth ride, on time.",2023-07-02 00:06:22
7454,7455,9895,882,1310,3,Nothing to complain about.,2024-02-13 16:58:46
7456,7457,9901,882,66,3,"OK trip, nothing special.",2022-08-06 06:55:46
7457,7458,9902,882,1558,3,Acceptable ride.,2023-03-26 01:27:30
7458,7459,9904,882,1948,4,"Excellent service, will ride again.",2023-01-29 13:10:05
7459,7460,9904,1948,882,3,Very clean car.,2023-01-29 14:11:05
7460,7461,9906,882,1562,5,"Quick and efficient, thanks!",2022-12-23 22:23:52
7463,7464,9910,271,882,5,Very clean car.,2022-03-24 08:48:09
7464,7465,9911,643,882,3,"Smooth ride, on time.",2024-02-24 00:18:29
7465,7466,9914,882,1135,4,"Excellent service, will ride again.",2023-03-21 20:33:54
7469,7470,9921,882,1427,3,Fine driver.,2023-10-10 05:48:36
7470,7471,9922,882,1984,4,"Easy pickup, no problems.",2024-04-30 11:21:42
7471,7472,9922,1984,882,4,"Great driver, very professional!",2024-04-30 13:35:42
7472,7473,9924,882,643,4,Very courteous driver.,2022-06-12 08:28:19
7475,7476,9928,882,1438,3,Fine driver.,2022-10-11 13:32:11
7477,7478,9930,882,664,3,Average experience.,2023-10-25 00:06:51
7479,7480,9931,1933,882,3,"Great driver, very professional!",2023-02-07 11:54:35
7480,7481,9934,882,570,5,Super friendly and helpful.,2024-05-29 10:39:24
7481,7482,9935,882,1828,4,"Great rider, very polite.",2024-06-15 01:01:11
7482,7483,9936,882,986,4,"Smooth ride, on time.",2023-10-04 18:55:46
7483,7484,9936,986,882,4,"Excellent service, will ride again.",2023-10-04 20:36:46
7486,7487,9940,882,1548,4,"Smooth ride, on time.",2023-12-02 10:22:58
7487,7488,9942,1430,268,2,Super friendly and helpful.,2022-08-16 08:30:23
7490,7491,9945,1361,645,5,"Quick and efficient, thanks!",2023-12-07 03:59:10
7491,7492,9946,1361,608,4,Very clean car.,2022-09-07 04:09:02
7492,7493,9948,1104,918,5,"Great driver, very professional!",2023-07-28 13:30:40
7495,7496,9951,1841,396,3,Very clean car.,2023-08-19 16:23:26
7499,7500,9960,1562,396,4,Very clean car.,2023-04-24 19:55:08
7500,7501,9961,396,1088,3,Decent experience.,2022-11-25 06:15:56
7502,7503,9963,977,396,3,Very clean car.,2023-08-08 09:25:30
7503,7504,9964,396,324,5,"Great driver, very professional!",2023-05-25 13:19:11
7506,7507,9974,396,1293,3,Acceptable ride.,2024-02-02 11:43:58
7507,7508,9976,396,229,5,Car was spotless.,2022-06-28 00:15:46
7508,7509,9976,229,396,3,"Excellent service, will ride again.",2022-06-27 22:45:46
7509,7510,9978,396,1544,5,"Great rider, very polite.",2023-03-19 23:22:28
7510,7511,9980,396,1828,5,Very courteous driver.,2023-06-23 22:20:23
7512,7513,9983,693,396,3,"Great driver, very professional!",2023-10-25 14:01:22
7513,7514,9984,396,1890,4,Loved the music selection!,2023-03-11 22:09:14
7514,7515,9985,396,959,4,"Quick and efficient, thanks!",2024-02-11 21:17:22
7516,7517,9987,396,179,4,Loved the music selection!,2023-04-17 08:35:08
7517,7518,9987,179,396,3,"Smooth ride, on time.",2023-04-17 07:15:08
7518,7519,9988,396,645,4,Super friendly and helpful.,2024-04-17 00:38:18
7520,7521,9990,1221,396,3,Super friendly and helpful.,2023-05-21 13:33:50
7522,7523,9991,187,396,4,"Smooth ride, on time.",2023-07-16 08:43:08
7525,7526,9996,282,1461,3,Average experience.,2022-11-17 21:13:30
7526,7527,10000,1999,1766,3,"Smooth ride, on time.",2024-02-08 11:39:44
7527,7528,10003,1301,1766,3,"Excellent service, will ride again.",2023-06-08 15:54:06
7528,7529,10005,1766,1427,5,Super friendly and helpful.,2022-10-29 00:19:24
7529,7530,10006,319,1766,2,Very clean car.,2022-11-14 02:08:18
7531,7532,10009,1928,1243,4,"Great rider, very polite.",2022-10-05 10:14:09
7532,7533,10010,1928,1461,4,Super friendly and helpful.,2022-12-14 12:33:47
7533,7534,10010,1461,1928,3,Super friendly and helpful.,2022-12-14 11:31:47
7535,7536,10014,5,1928,3,Super friendly and helpful.,2024-05-29 19:41:55
7538,7539,10017,1928,439,3,Acceptable ride.,2023-02-10 01:59:28
7540,7541,10018,1170,1928,3,Very clean car.,2022-12-09 18:13:39
7541,7542,10020,1764,1928,4,"Great driver, very professional!",2022-04-16 17:29:17
7542,7543,10021,1928,258,3,Got there safely.,2023-02-26 22:57:47
7545,7546,10023,334,1928,3,"Great driver, very professional!",2023-03-04 12:45:14
7546,7547,10025,1928,55,5,Very courteous driver.,2022-07-28 12:03:49
7547,7548,10025,55,1928,3,Super friendly and helpful.,2022-07-28 12:25:49
7548,7549,10027,374,878,3,Average experience.,2024-03-22 23:08:37
7549,7550,10028,374,1139,3,Nothing to complain about.,2023-12-31 22:53:34
7550,7551,10030,1174,1331,3,Average experience.,2022-05-21 05:11:29
